;cpuFamily;cpuModel;ramSize;ramType;gpuModel;hdd1Type;hdd1Size;hdd2Type;hdd2Size;price;vfm;mark;TDP
1000;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1929,0;6,42871954380508;12401;45
1001;Core i7;8550U;16 GB;DDR4;Radeon FirePro WX3100;SSD;1000 GB;-;-;1933,0;4,2659079151577854;8246;15
1002;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050;SSD;256 GB;-;-;1936,0;6,4054752066115705;12401;45
1003;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1939,0;6,39556472408458;12401;45
1004;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1945,0;6,375835475578406;12401;45
1005;Core i7;8750H;8 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;1945,0;6,375835475578406;12401;45
1008;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1949,0;6,362750128270908;12401;45
1009;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1949,0;4,568496664956388;8904;15
1010;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;1949,0;6,915854284248333;13479;45
1011;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;Hybrid;1000 GB;1949,0;6,362750128270908;12401;45
1012;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1969,0;4,522092432706958;8904;15
1013;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1969,99;4,185808049787055;8246;15
1014;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1972,0;6,835192697768763;13479;45
1015;Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1978,95;4,5397811970994715;8984;15
1016;Core i7;8750H;8 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1985,0;6,24735516372796;12401;45
1017;Core i7;8750H;8 GB;DDR4;Quadro P1000;SSD;512 GB;-;-;1989,0;6,234791352438411;12401;45
1019;Core i5;8350U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1996,2;4,077747720669271;8140;15
1021;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1999,0;6,20360180090045;12401;45
1022;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;1999,0;6,742871435717859;13479;45
1024;Core i7;7500U;8 GB;DDR4;HD Graphics 620;SSD;512 GB;-;-;1999,0;2,56328164082041;5124;15
1026;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;128 GB;HDD;1000 GB;1999,0;6,20360180090045;12401;45
1027;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1999,9;6,739836991849592;13479;45
1028;Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2003,99;4,483056302676161;8984;15
1029;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2005,0;6,722693266832918;13479;45
1030;Core i7;8705G;8 GB;DDR4;Radeon RX Vega 870;SSD;256 GB;-;-;2010,87;4,915285423722071;9884;65
1031;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;2014,0;6,157398212512413;12401;45
1032;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;2049,0;6,578330893118594;13479;45
1033;Core i7;9750H;16 GB;DDR4;Quadro P620;SSD;256 GB;HDD;1000 GB;2049,0;6,578330893118594;13479;45
1034;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2049,0;6,578330893118594;13479;45
1035;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2064,0;6,530523255813954;13479;45
1036;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2074,0;4,293153326904532;8904;15
1037;Core i7;8550U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;2092,0;3,9416826003824093;8246;15
1041;Core i7;8705G;8 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2099,0;4,708909004287756;9884;65
1042;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2099,0;3,928537398761315;8246;15
1044;Core i7;7700HQ;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;2099,0;4,176274416388757;8766;45
1045;Core i7;8750H;16 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;2099,0;5,908051453072892;12401;45
1046;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;2100,17;5,904760090849789;12401;45
1047;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2101,0;4,2379819133745835;8904;15
1048;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;2103,0;6,40941512125535;13479;45
1049;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;HDD;1000 GB;2112,0;6,3821022727272725;13479;45
1050;Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2115,0;4,247754137115839;8984;15
1051;Core i7;8850H;16 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;2119,0;6,127890514393582;12985;45
1052;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;2129,0;5,824800375763269;12401;45
1053;Core i7;8750H;16 GB;DDR4;Quadro P2000;SSD;256 GB;HDD;1000 GB;2138,0;5,800280636108512;12401;45
1054;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050;SSD;512 GB;-;-;2138,0;5,800280636108512;12401;45
1055;Core i7;8650U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;2145,0;4,054079254079254;8696;15
1056;Core i7;8650U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2145,0;4,054079254079254;8696;15
1057;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2149,0;6,272219637040484;13479;45
1058;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;Hybrid;1008 GB;2149,0;5,77059097254537;12401;45
1059;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2149,0;3,8371335504885993;8246;15
1061;Core i7;8565U;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;HDD;1000 GB;2149,0;4,143322475570033;8904;15
1062;Core i7;-;16 GB;DDR4;Quadro P600;SSD;512 GB;-;-;2153,8;0,914662457052651;1970;5
1063;Core i7;8750H;8 GB;DDR4;Quadro P2000;SSD;256 GB;-;-;2165,0;5,727944572748268;12401;45
1064;Core i7;1065G7;16 GB;DDR4;Iris Plus Graphics;SSD;512 GB;-;-;2166,0;4,969067405355494;10763;15
1065;Core i7;1065G7;16 GB;DDR4;Iris Plus Graphics;SSD;256 GB;-;-;2169,0;4,962194559704933;10763;15
1066;Core i7;10710U;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;2169,0;6,01751959428308;13052;15
1067;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;512 GB;-;-;2175,0;5,701609195402299;12401;45
1068;Core i7;8750H;16 GB;DDR4;Quadro P2000;SSD;256 GB;-;-;2179,0;5,691142726021111;12401;45
1072;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2190,0;6,154794520547945;13479;45
1073;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;2199,0;6,129604365620737;13479;45
1074;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;2199,0;6,129604365620737;13479;45
1075;Core i7;1065G7;16 GB;DDR4;Iris Plus Graphics;SSD;512 GB;-;-;2199,0;4,89449749886312;10763;15
1077;Core i7;8565U;16 GB;DDR4;GeForce GTX 1050;SSD;1000 GB;-;-;2199,0;4,0491132332878585;8904;15
1079;Core i7;8750H;16 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;2199,0;5,639381537062301;12401;45
1080;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;2199,0;3,749886311959982;8246;15
1081;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;2199,23;5,638791758933809;12401;45
1082;Core i7;8750H;16 GB;DDR4;Quadro P2000;SSD;256 GB;HDD;1000 GB;2215,0;5,598645598194131;12401;45
1083;Core i7;8565U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;2239,0;3,976775346136668;8904;15
1084;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2240,0;5,536160714285714;12401;45
1085;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2241,0;6,014725568942437;13479;45
1086;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;HDD;1000 GB;2249,0;5,993330369052912;13479;45
1087;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;2249,0;3,959092930191196;8904;15
1088;Core i7;8750H;8 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;2265,0;5,475055187637969;12401;45
1090;Core i5;8305G;8 GB;DDR4;Radeon RX Vega 870;SSD;256 GB;-;-;2269,0;3,9431467606875277;8947;65
1091;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;2269,0;5,465403261348611;12401;45
1092;Core i7;9750H;16 GB;DDR4;Quadro T1000;SSD;256 GB;HDD;1000 GB;2272,03;5,9325801155794595;13479;45
1093;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2274,0;5,453386103781882;12401;45
1094;Core i7;8705G;8 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2275,9;4,342897315347774;9884;65
1095;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2279,0;5,914436156208864;13479;45
1097;Core i7;8550U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;2291,0;3,599301615015277;8246;15
1098;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2297,0;5,3987810187200695;12401;45
1099;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;SSD;512 GB;2299,0;3,8729882557633752;8904;15
1100;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2299,0;5,394084384515007;12401;45
1101;Core i7;8850H;8 GB;DDR4;Quadro P1000;SSD;256 GB;HDD;1000 GB;2299,0;5,6481078729882555;12985;45
1102;Core i7;8650U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;2310,0;3,7645021645021646;8696;15
1103;Core i7;8550U;16 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;2319,0;3,5558430357912894;8246;15
1104;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2342,0;5,75533731853117;13479;45
1105;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;2345,0;5,747974413646055;13479;45
1106;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2349,0;5,2792677735206475;12401;45
1107;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2349,0;5,738186462324394;13479;45
1108;Core i7;8850H;16 GB;DDR4;Quadro P2000;SSD;512 GB;HDD;2000 GB;2355,0;5,51380042462845;12985;45
1109;Core i7;8565U;16 GB;DDR4;GeForce MX150;SSD;1000 GB;-;-;2359,0;3,7744807121661723;8904;15
1110;Core i7;7500U;8 GB;DDR4;HD Graphics 620;SSD;512 GB;-;-;2360,15;2,1710484503103618;5124;15
1111;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;1000 GB;-;-;2369,0;5,234698184888138;12401;45
1112;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2369,0;5,689742507387083;13479;45
1113;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2370,0;5,232489451476793;12401;45
1114;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;2396,6;5,624217641659017;13479;45
1117;Core i5;8565U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;2399,0;3,7115464776990414;8904;15
1118;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;Hybrid;1008 GB;2399,0;5,169237182159233;12401;45
1119;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2399,0;5,169237182159233;12401;45
1120;Core i7;8750H;16 GB;DDR4;Quadro P2000;SSD;256 GB;-;-;2399,0;5,169237182159233;12401;45
1121;Core i7;8750H;16 GB;DDR4;Radeon Pro 555X;SSD;256 GB;-;-;2399,01;5,169215634782681;12401;45
1122;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2399,9;5,616484020167507;13479;45
1123;Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;256 GB;Hybrid;1008 GB;2402,0;5,1627810158201495;12401;45
1125;Core i7;8850H;16 GB;DDR4;Quadro P2000;SSD;512 GB;-;-;2410,0;5,3879668049792535;12985;45
1126;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2432,0;5,0990953947368425;12401;45
1128;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;-;-;2449,0;5,06369946917109;12401;45
1129;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2449,0;5,06369946917109;12401;45
1130;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;-;-;2456,0;5,0492671009771986;12401;45
1132;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2470,0;5,457085020242915;13479;45
1134;Core i7;8850H;8 GB;DDR4;Quadro P2000;SSD;512 GB;-;-;2493,0;5,208584035298837;12985;45
1136;Core i7;1065G7;16 GB;DDR4;Iris Plus Graphics;SSD;512 GB;-;-;2499,0;4,3069227691076435;10763;15
1137;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;-;-;2499,0;4,9623849539815925;12401;45
1138;Core i7;8550U;16 GB;DDR4;Quadro P500;SSD;512 GB;-;-;2499,0;3,299719887955182;8246;15
1139;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060 Max-Q;SSD;256 GB;HDD;1000 GB;2499,0;5,393757503001201;13479;45
1140;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;512 GB;HDD;1000 GB;2499,26;4,961868713139089;12401;45
1141;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2527,0;4,907400079145232;12401;45
1142;Core i7;9850H;16 GB;DDR4;Quadro T1000;SSD;512 GB;HDD;2000 GB;2529,2;5,565396172702831;14076;45
1143;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2532,0;4,897709320695102;12401;45
1144;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;2548,99;5,28797680649983;13479;45
1145;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;SSD;512 GB;2549,0;3,4931345625735584;8904;15
1146;Core i7;1065G7;16 GB;DDR4;Iris Plus Graphics;SSD;512 GB;-;-;2562,0;4,2010148321623735;10763;15
1147;Core i7;-;16 GB;DDR4;Radeon Pro 555X;SSD;256 GB;-;-;2571,0;0,7662388175807079;1970;5
1148;Core i7;8705G;16 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2578,0;3,833979829325058;9884;65
1149;Core i7;8705G;16 GB;DDR4;Radeon RX Vega M GL;SSD;512 GB;-;-;2578,0;3,833979829325058;9884;65
1151;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;-;2579,0;5,226444358278402;13479;45
1152;Core i7;8750H;16 GB;DDR4;GeForce GTX 1080;SSD;512 GB;-;-;2593,0;4,782491322792133;12401;45
1153;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;Hybrid;1008 GB;2598,0;4,77328714395689;12401;45
1154;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2599,0;5,186225471335129;13479;45
1155;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;8 GB;SSD;8 GB;2599,0;5,186225471335129;13479;45
1156;Core i7;9750H;16 GB;DDR4;Quadro T1000;SSD;256 GB;-;-;2599,0;5,186225471335129;13479;45
1157;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;2599,0;3,1727587533666797;8246;15
1158;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;2625,0;4,7241904761904765;12401;45
1159;Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;Hybrid;1008 GB;2629,0;4,7170026626093575;12401;45
1160;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;2633,0;3,131788834029624;8246;15
1161;Core i7;8850H;16 GB;DDR4;Radeon Pro 560X;SSD;512 GB;-;-;2635,99;4,926042966779085;12985;45
1162;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;2638,5;5,108584422967596;13479;45
1163;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2649,0;4,6813892034730085;12401;45
1164;Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;256 GB;-;-;2669,0;4,646309479205695;12401;45
1165;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;-;2679,0;5,031354983202688;13479;45
1166;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2679,0;4,6289660321015305;12401;45
1167;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;512 GB;-;-;2695,0;4,601484230055658;12401;45
1168;Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;256 GB;HDD;1000 GB;2697,0;4,9977753058954395;13479;45
1169;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;2697,99;4,9959414230593895;13479;45
1171;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2699,0;4,994071878473509;13479;45
1172;Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;Hybrid;1008 GB;2699,0;4,594664690626158;12401;45
1173;Core i7;8750H;16 GB;DDR4;GeForce RTX 2080;SSD;256 GB;HDD;1000 GB;2714,0;4,569270449521002;12401;45
1174;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;8 GB;2719,0;4,957337256344244;13479;45
1175;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;128 GB;Hybrid;1008 GB;2739,0;4,527564804673238;12401;45
1176;Core i7;8705G;16 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2755,01;3,5876457798701273;9884;65
1178;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2769,0;4,478512098230408;12401;45
1179;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;Hybrid;1008 GB;2789,0;4,446396557906059;12401;45
1180;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;2799,0;4,815648445873526;13479;45
1181;Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;HDD;1000 GB;2800,0;4,813928571428572;13479;45
1182;Core i7;8850H;16 GB;DDR4;Quadro P3200;SSD;512 GB;HDD;2000 GB;2815,0;4,61278863232682;12985;45
1183;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2831,5;4,379657425392901;12401;45
1184;Core i7;8950HK;16 GB;DDR4;Quadro P2000;SSD;256 GB;-;-;2844,0;5,006680731364276;14239;45
1185;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1008 GB;2849,0;4,352755352755353;12401;45
1187;Core i7;9850H;16 GB;DDR4;Quadro T1000;SSD;512 GB;-;-;2889,0;4,872274143302181;14076;45
1188;Core i7;8700;8 GB;DDR4;GeForce RTX 2070;SSD;128 GB;Hybrid;1008 GB;2899,0;1,187305967575026;3442;35
1189;Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;2899,0;3,0714039323904796;8904;15
1190;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;2949,0;4,205154289589691;12401;45
1191;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;-;2949,0;4,570701932858596;13479;45
1192;Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;HDD;1000 GB;2954,99;4,561436756131155;13479;45
1193;Core i7;8705G;16 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2985,78;3,3103577624607303;9884;65
1195;Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2997,0;4,4974974974974975;13479;45
1196;Core i7;8700;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;Hybrid;1008 GB;3050,0;1,1285245901639345;3442;35
1197;Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;Hybrid;1008 GB;3099,0;4,001613423685059;12401;45
1198;Core i7;8750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;HDD;1000 GB;3099,31;4,001213173254692;12401;45
1199;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;3159,0;4,266856600189934;13479;45
1200;Core i7;7700HQ;8 GB;DDR4;Quadro M2200;SSD;256 GB;-;-;3177,28;2,7589636418571857;8766;45
1201;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;3179,0;4,2400125825731365;13479;45
1202;Core i7;7700HQ;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;3190,2;2,7477901072033104;8766;45
1203;Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;-;-;3219,0;4,187325256290774;13479;45
1204;Core i7;8700;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;3247,99;1,05973232676209;3442;35
